Source System Name,Source System Acronym,Table Name,Table Description,ColumnNames,ColumnAcronyms,DataTypes,Nullability,ColumnDescription
Exploration Data System,EDS,HydrocarbonPotentialZones,"Identified zones with potential hydrocarbon presence, categorized by confidence level.",ConfidenceLevel,ConfLevel,TEXT,NOT NULLABLE,Indicates the confidence level of the potential hydrocarbon presence in the zone
Exploration Data System,EDS,HydrocarbonPotentialZones,"Identified zones with potential hydrocarbon presence, categorized by confidence level.",Latitude,NOT NULLABLE,NUMBER
Exploration Data System,EDS,HydrocarbonPotentialZones,"Identified zones with potential hydrocarbon presence, categorized by confidence level.",Longitude,NOT NULLABLE,NUMBER
Exploration Data System,EDS,HydrocarbonPotentialZones,"Identified zones with potential hydrocarbon presence, categorized by confidence level.",Depth,NULLABLE,NUMBER
Exploration Data System,EDS,HydrocarbonPotentialZones,"Identified zones with potential hydrocarbon presence, categorized by confidence level.",ZoneType,ZoneType,TEXT,NULLABLE,Type or classification of the hydrocarbon potential zone
Exploration Data System,EDS,HydrocarbonPotentialZones,"Identified zones with potential hydrocarbon presence, categorized by confidence level.",ReservoirThickness,NULLABLE,NUMBER
Exploration Data System,EDS,HydrocarbonPotentialZones,"Identified zones with potential hydrocarbon presence, categorized by confidence level.",Porosity,NULLABLE,NUMBER
Exploration Data System,EDS,HydrocarbonPotentialZones,"Identified zones with potential hydrocarbon presence, categorized by confidence level.",Permeability,NULLABLE,NUMBER
Exploration Data System,EDS,HydrocarbonPotentialZones,"Identified zones with potential hydrocarbon presence, categorized by confidence level.",ReservoirPressure,NULLABLE,NUMBER
Exploration Data System,EDS,HydrocarbonPotentialZones,"Identified zones with potential hydrocarbon presence, categorized by confidence level.",SourceRockType,SRCType,TEXT,NULLABLE,Type or classification of the source rock that may have generated the hydrocarbons in the zone
Exploration Data System,EDS,HydrocarbonPotentialZones,"Identified zones with potential hydrocarbon presence, categorized by confidence level.",ThermalMaturity,ThermMat,TEXT,NULLABLE,Indication of the thermal maturity or level of organic material transformation in the source rock
Exploration Data System,EDS,HydrocarbonPotentialZones,"Identified zones with potential hydrocarbon presence, categorized by confidence level.",ReservoirAge,ResAge,TEXT,NULLABLE,Time period or formation age of the potential hydrocarbon reservoir
Exploration Data System,EDS,HydrocarbonPotentialZones,"Identified zones with potential hydrocarbon presence, categorized by confidence level.",StructuralFeatures,StructFeat,TEXT,NULLABLE,Description of any structural features or geological conditions in the zone
Exploration Data System,EDS,HydrocarbonPotentialZones,"Identified zones with potential hydrocarbon presence, categorized by confidence level.",ReservoirSeal,ResSeal,TEXT,NULLABLE,Description of any seal or impermeable layer that traps hydrocarbons within the zone
Exploration Data System,EDS,HydrocarbonPotentialZones,"Identified zones with potential hydrocarbon presence, categorized by confidence level.",MigrationPathway,MigPath,TEXT,NULLABLE,Description or indication of a migration pathway for hydrocarbons into the zone
Exploration Data System,EDS,HydrocarbonPotentialZones,"Identified zones with potential hydrocarbon presence, categorized by confidence level.",GasPotential,GasPot,TEXT,NULLABLE,Indication of the potential for gas hydrocarbons in the zone
Exploration Data System,EDS,HydrocarbonPotentialZones,"Identified zones with potential hydrocarbon presence, categorized by confidence level.",OilPotential,OilPot,TEXT,NULLABLE,Indication of the potential for oil hydrocarbons in the zone
Exploration Data System,EDS,HydrocarbonPotentialZones,"Identified zones with potential hydrocarbon presence, categorized by confidence level.",ExplorationStatus,ExStatus,TEXT,NULLABLE,Status or stage of exploration or evaluation for the hydrocarbon potential zone
Exploration Data System,EDS,FieldDevelopmentPlans,Plans for developing new fields post-discovery including projected investment and timelines.,Source_System_Name,SSN,TEXT,NOT NULLABLE,The name of the source system
Exploration Data System,EDS,FieldDevelopmentPlans,Plans for developing new fields post-discovery including projected investment and timelines.,Source_System_Acronym,SSA,TEXT,NOT NULLABLE,The acronym of the source system
Exploration Data System,EDS,FieldDevelopmentPlans,Plans for developing new fields post-discovery including projected investment and timelines.,Table_Name,TN,TEXT,NOT NULLABLE,The name of the table
Exploration Data System,EDS,FieldDevelopmentPlans,Plans for developing new fields post-discovery including projected investment and timelines.,Table_Description,TD,TEXT,NOT NULLABLE,The description of the table
Exploration Data System,EDS,GeospatialResourceMapping,"Maps of resources based on exploration data including oil, gas, and other minerals.",SourceSystemName,SSN,TEXT,NOT NULLABLE,The name of the source system.
Exploration Data System,EDS,GeospatialResourceMapping,"Maps of resources based on exploration data including oil, gas, and other minerals.",SourceSystemAcronym,SSA,TEXT,NOT NULLABLE,The acronym of the source system.
Exploration Data System,EDS,GeospatialResourceMapping,"Maps of resources based on exploration data including oil, gas, and other minerals.",TableName,TN,TEXT,NOT NULLABLE,The name of the table.
Exploration Data System,EDS,GeospatialResourceMapping,"Maps of resources based on exploration data including oil, gas, and other minerals.",TableDescription,TD,TEXT,NOT NULLABLE,The description of the table.
Exploration Data System,EDS,GeospatialResourceMapping,"Maps of resources based on exploration data including oil, gas, and other minerals.",GeospatialResourceMappingGID,GRMGID,NUMBER,NOT NULLABLE,Unique identifier for each geospatial resource mapping.
Exploration Data System,EDS,GeospatialResourceMapping,"Maps of resources based on exploration data including oil, gas, and other minerals.",ResourceType,RT,TEXT,NULLABLE,The type of resource (e.g.
Exploration Data System,EDS,GeospatialResourceMapping,"Maps of resources based on exploration data including oil, gas, and other minerals.",Latitude,LAT,NUMBER,NULLABLE,The latitude coordinate of the resource location.
Exploration Data System,EDS,GeospatialResourceMapping,"Maps of resources based on exploration data including oil, gas, and other minerals.",Longitude,LNG,NUMBER,NULLABLE,The longitude coordinate of the resource location.
Exploration Data System,EDS,GeospatialResourceMapping,"Maps of resources based on exploration data including oil, gas, and other minerals.",Country,CNTRY,TEXT,NULLABLE,The country where the resource is located.
Exploration Data System,EDS,GeospatialResourceMapping,"Maps of resources based on exploration data including oil, gas, and other minerals.",Region,RGN,TEXT,NULLABLE,The region where the resource is located.
Exploration Data System,EDS,GeospatialResourceMapping,"Maps of resources based on exploration data including oil, gas, and other minerals.",Basin,BSN,TEXT,NULLABLE,The basin where the resource is located.
Exploration Data System,EDS,GeospatialResourceMapping,"Maps of resources based on exploration data including oil, gas, and other minerals.",Block,BLK,TEXT,NULLABLE,The block where the resource is located.
Exploration Data System,EDS,GeospatialResourceMapping,"Maps of resources based on exploration data including oil, gas, and other minerals.",Area,AREA,NUMBER,NULLABLE,The area of the resource (e.g.
Exploration Data System,EDS,GeospatialResourceMapping,"Maps of resources based on exploration data including oil, gas, and other minerals.",Status,STS,TEXT,NULLABLE,The status of the resource (e.g.
Exploration Data System,EDS,GeospatialResourceMapping,"Maps of resources based on exploration data including oil, gas, and other minerals.",Ownership,OWN,TEXT,NULLABLE,The ownership of the resource.
Exploration Data System,EDS,GeospatialResourceMapping,"Maps of resources based on exploration data including oil, gas, and other minerals.",ExplorationStartDate,ESD,DATETIME,NULLABLE,The start date of exploration for the resource.
Exploration Data System,EDS,GeospatialResourceMapping,"Maps of resources based on exploration data including oil, gas, and other minerals.",ExplorationEndDate,EED,DATETIME,NULLABLE,The end date of exploration for the resource.
Exploration Data System,EDS,GeospatialResourceMapping,"Maps of resources based on exploration data including oil, gas, and other minerals.",LastUpdatedDate,LUD,DATETIME,NOT NULLABLE,The date when the record was last updated.
Exploration Data System,EDS,ExploratoryCostAnalysis,Analysis of exploration costs by region and project including comparisons and benchmarks.,Region,REGN,TEXT,NOT NULLABLE,The region in which the exploration cost is incurred.
Exploration Data System,EDS,ExploratoryCostAnalysis,Analysis of exploration costs by region and project including comparisons and benchmarks.,Project,PRJT,TEXT,NOT NULLABLE,The specific project for which the exploration cost is analyzed.
Exploration Data System,EDS,ExploratoryCostAnalysis,Analysis of exploration costs by region and project including comparisons and benchmarks.,ExplorationCost,EXPC,NUMBER,NOT NULLABLE,The cost incurred for exploration in the given region and project.
Exploration Data System,EDS,ExploratoryCostAnalysis,Analysis of exploration costs by region and project including comparisons and benchmarks.,ComparisonCost,CMPC,NUMBER,NULLABLE,The cost used for comparison with the exploration cost in the given region and project.
Exploration Data System,EDS,ExploratoryCostAnalysis,Analysis of exploration costs by region and project including comparisons and benchmarks.,BenchmarkCost,BNMC,NUMBER,NULLABLE,The benchmark cost for exploration in the given region and project.
Exploration Data System,EDS,ExploratoryCostAnalysis,Analysis of exploration costs by region and project including comparisons and benchmarks.,RegionManager,RGMR,TEXT,NULLABLE,The manager responsible for the exploration activities in the region.
Exploration Data System,EDS,ExploratoryCostAnalysis,Analysis of exploration costs by region and project including comparisons and benchmarks.,ProjectManager,PMGR,TEXT,NULLABLE,The manager responsible for the exploration project.
Exploration Data System,EDS,ExploratoryCostAnalysis,Analysis of exploration costs by region and project including comparisons and benchmarks.,ExplorationStartDate,EXSD,DATETIME,NOT NULLABLE,The start date of the exploration activities in the given region and project.
Exploration Data System,EDS,ExploratoryCostAnalysis,Analysis of exploration costs by region and project including comparisons and benchmarks.,ExplorationEndDate,EXED,DATETIME,NOT NULLABLE,The end date of the exploration activities in the given region and project.
